filing_date,num_purchases,num_sales,val_purchases,val_sales
2022-05-19,156,200,78453,774843
2022-05-20,136,129,45969,971609
2022-05-23,167,124,44741,390380
2022-05-24,105,145,28913,337403
2022-05-25,134,146,44358,534369
2022-05-26,100,116,95645,143377
2022-05-27,91,135,36044,377804
2022-05-31,94,169,61155,419552
2022-06-01,78,150,77921,341229
2022-06-02,102,199,35176,400250
2022-06-03,101,273,147977,647657
2022-06-06,78,176,41291,764502
2022-06-07,67,156,2172448,237935
2022-06-08,78,158,22950,235207
2022-06-09,57,124,36717,487366
2022-06-10,77,150,99744,363682
2022-06-13,90,105,66108,89960
2022-06-14,130,115,218458,511737
2022-06-15,125,101,148736,388777
2022-06-16,125,113,52696,131109
2022-06-17,116,169,50401,83946
2022-06-21,115,107,153491,78404
2022-06-22,58,110,560554,278815
2022-06-23,55,80,25402,131012
2022-06-24,44,76,29062,250835
2022-06-27,48,55,83030,143998
2022-06-28,42,70,28459,78783
2022-06-29,40,79,33027,272610
2022-06-30,42,53,11830,111579
2022-07-01,79,58,623827,179947
2022-07-05,85,102,23744,54386
2022-07-06,36,136,17398,110481
2022-07-07,28,96,801299,233060
2022-07-08,29,82,3816,111820
2022-07-11,30,55,12409,50524
2022-07-12,16,73,23584,101811
2022-07-13,30,44,300242,140544
2022-07-14,35,36,35778,19343
2022-07-15,41,63,3771,92255
2022-07-18,37,45,124400,30616
2022-07-19,40,101,39155,1790392
2022-07-20,42,78,16235,119673
2022-07-21,23,80,1803,140098
2022-07-22,21,62,3480,86614
2022-07-25,25,68,20394,567870
2022-07-26,38,61,13605,23429
2022-07-27,32,65,14574,138651
2022-07-28,38,56,4869,88387
2022-07-29,28,84,64302,170377
2022-08-01,56,108,73776,222386
2022-08-02,76,156,60693,187963
2022-08-03,62,222,16927,198283
2022-08-04,55,122,2165860,161051
2022-08-05,53,152,35695,400958
2022-08-08,72,163,578535,372016
2022-08-09,5,10,415,1355
2022-08-10,78,226,37736,1336378
2022-08-11,58,197,80607,375038
2022-08-12,65,230,72872,1517235
2022-08-15,83,148,191018,459989
2022-08-16,73,234,37599,642845
2022-08-17,91,349,109289,1625746
2022-08-18,82,244,185503,730620
2022-08-19,69,209,75409,970457
2022-08-22,102,137,37323,182736
2022-08-23,62,117,90420,360370
2022-08-24,80,156,100319,490606
2022-08-25,65,104,30681,122451
2022-08-26,55,136,10930,315891
2022-08-29,84,126,21800,162466
2022-08-30,74,81,5949,175754
2022-08-31,64,82,37591,187218
2022-09-01,95,92,33016,104692
2022-09-02,82,144,173046,179817
2022-09-06,103,208,80673,151113
2022-09-07,79,126,92510,102972
2022-09-08,70,149,52242,223736
2022-09-09,79,149,418501,539734
2022-09-12,56,118,73032,477429
2022-09-13,60,136,30311,643195
2022-09-14,68,130,102781,85075
2022-09-15,66,132,37109,821017
2022-09-16,111,141,207356,412521
2022-09-19,74,162,27191,432770
2022-09-20,82,98,165364,2045961
2022-09-21,57,78,36722,692330
2022-09-22,48,81,72344,117366
2022-09-23,70,88,55885,119759
2022-09-26,52,58,17483,46248
2022-09-27,69,53,5015,44868
2022-09-28,63,49,377600,53066
2022-09-29,42,37,17751,106897
2022-09-30,53,58,35163,57292
2022-10-03,73,67,371154,122735
2022-10-04,65,151,24331,173715
2022-10-05,40,146,4898,572078
2022-10-06,51,87,892881,1023813
2022-10-07,36,77,45430,165066
2022-10-11,76,105,62637,684801
2022-10-12,51,61,71176,90981
2022-10-13,28,39,26484,66864
2022-10-14,42,64,11959,386110
2022-10-17,37,61,28083,98292
2022-10-18,54,94,91181,82204
2022-10-19,37,100,72620,86024
2022-10-20,23,72,14747,383104
2022-10-21,30,67,36683,73831
2022-10-24,25,67,5880,135918
2022-10-25,37,90,14031,53073
2022-10-26,35,81,106318,268394
2022-10-27,40,78,76505,152393
2022-10-28,30,97,70174,668207
2022-10-31,64,108,33739,162785
2022-11-01,43,168,147111,357797
2022-11-02,54,178,40667,523024
2022-11-03,73,216,55297,264470
2022-11-04,42,143,12248,247512
2022-11-07,84,125,41544,525068
2022-11-08,64,156,62333,4519194
2022-11-09,69,185,74207,494676
2022-11-10,65,197,58104,554740
2022-11-14,121,348,134572,762515
2022-11-15,76,220,83088,357433
2022-11-16,101,230,35438,657657
2022-11-17,88,312,149940,5298781
2022-11-18,98,228,123461,2190920
2022-11-21,117,164,103428,468484
2022-11-22,102,203,48117,1237244
2022-11-23,88,241,86370,1321011
2022-11-25,41,78,26578,178880
2022-11-28,83,150,22155,160649
2022-11-29,59,100,27820,130663
2022-11-30,86,128,229478,314379
2022-12-01,89,149,397288,115955
2022-12-02,74,252,92036,1325052
2022-12-05,85,275,25766,742018
2022-12-06,76,166,112445,720844
2022-12-07,89,129,129654,801724
2022-12-08,77,127,15458,120154
2022-12-09,63,144,63972,514568
2022-12-12,96,108,70075,1579117
2022-12-13,101,163,40140,261472
2022-12-14,100,192,40549,4423801
2022-12-15,108,193,24849,289189
2022-12-16,100,180,69901,464551
2022-12-19,94,173,38490,412492
2022-12-20,103,153,45885,145096
2022-12-21,65,107,72428,421687
2022-12-22,59,125,170554,123056
2022-12-23,41,106,20679,118500
2022-12-27,33,64,946009,456391
2022-12-28,49,58,9409,60460
2022-12-29,51,78,65635,46484
2022-12-30,35,66,38493,107294
2023-01-03,77,78,26416,67281
2023-01-04,55,182,2209201,108000
2023-01-05,48,213,23781,129476
2023-01-06,33,155,15048,446931
2023-01-09,34,110,3592,75140
2023-01-10,27,98,30136,109030
2023-01-11,34,131,4650,1415166
2023-01-12,29,100,16489,83892
2023-01-13,21,116,29412,136497
2023-01-17,32,100,5894,101889
2023-01-18,35,140,15791,77466
2023-01-19,52,182,28777,221107
2023-01-20,28,108,10072,480726
2023-01-23,27,75,6436,44386
2023-01-24,27,86,77086,177087
2023-01-25,17,101,2684,317039
2023-01-26,32,75,33199,52621
2023-01-27,29,90,15568,493172
2023-01-30,56,92,41197,236920
2023-01-31,54,119,86397,151390
2023-02-01,32,120,23517,681627
2023-02-02,77,176,78685,215726
2023-02-03,45,356,35858,483710
2023-02-06,47,207,3461,502673
2023-02-07,35,177,1866,298576
2023-02-08,34,188,37913,927402
2023-02-09,43,158,15539,290740
2023-02-10,31,139,78974,1061222
2023-02-13,33,151,12232,573214
2023-02-14,60,160,102720,306756
2023-02-15,34,161,3238,514985
2023-02-16,30,222,64193,577684
2023-02-17,63,299,30593,440936
2023-02-21,57,237,24077,257011
2023-02-22,40,220,5879,252217
2023-02-23,43,253,33762,372114
2023-02-24,34,183,43741,1049975
2023-02-27,43,172,60201,271156
2023-02-28,49,203,103881,221123
2023-03-01,48,302,73804,1933596
2023-03-02,46,277,47542,222059
2023-03-03,55,434,3957,2184174
2023-03-06,45,276,24152,1078145
2023-03-07,53,276,365954,1285053
2023-03-08,73,303,459142,3383763
2023-03-09,50,185,30739,781725
2023-03-10,90,197,1605219,1011137
2023-03-13,157,166,15411,565652
2023-03-14,185,132,72288,3495702
2023-03-15,171,164,559659,1589412
2023-03-16,133,193,23717,425739
2023-03-17,126,278,78407,284040
2023-03-20,129,106,62066,200227
2023-03-21,74,125,14033,63216
2023-03-22,61,132,25373,1476053
2023-03-23,52,98,65450,99454
2023-03-24,47,88,9550,960387
2023-03-27,68,61,254211,122024
2023-03-28,35,71,31422,105182
2023-03-29,57,95,164827,1440541
2023-03-30,56,74,77175,1555821
2023-03-31,46,92,31506,145997
2023-04-03,55,94,38106,507426
2023-04-04,45,168,98137,479300
2023-04-05,38,217,24072,148926
2023-04-06,43,104,24628,141072
2023-04-07,22,77,3538,115555
2023-04-10,35,50,7710,151999
2023-04-11,28,46,5762,17243
2023-04-12,27,98,8297,426127
2023-04-13,28,65,1893,278846
2023-04-14,29,95,2216,447009
2023-04-17,34,58,29771,86336
2023-04-18,35,87,52880,138269
2023-04-19,31,102,834,129531
2023-04-20,19,72,60780,207115
2023-04-21,33,65,4783,55127
2023-04-24,42,77,23578,90508
2023-04-25,43,69,80575,75056
2023-04-26,54,52,16059,80958
2023-04-27,57,51,36268,52622
2023-04-28,46,61,16187,705689
2023-05-01,75,82,29896,301146
2023-05-02,119,152,56532,232489
2023-05-03,119,176,17773,211546
2023-05-04,145,100,71622,407809
2023-05-05,131,164,39807,257614
2023-05-08,142,99,70450,298986
2023-05-09,103,128,9945,196727
2023-05-10,102,165,113099,2672332
2023-05-11,111,129,138384,723933
2023-05-12,111,165,17902,4328949
2023-05-15,146,137,197139,963639
2023-05-16,158,178,52684,202237
2023-05-17,134,231,48009,537814
2023-05-18,132,210,216043,2594540
2023-05-19,122,237,36116,1835144
2023-05-22,125,145,18812,1060091
2023-05-23,88,146,47963,594049
2023-05-24,106,179,96732,385819
2023-05-25,104,169,19324,1685351
2023-05-26,90,122,166885,299871
2023-05-30,117,131,327202,142933
2023-05-31,84,130,18199,404013
2023-06-01,103,141,20395,211129
2023-06-02,112,189,69148,369853
2023-06-05,82,232,86073,946196
2023-06-06,80,193,16512,388612
2023-06-07,57,218,18810,1476070
2023-06-08,71,185,58689,525727
2023-06-09,67,201,36787,376931
2023-06-12,75,154,39497,2741146
2023-06-13,50,168,27517,222934
2023-06-14,66,209,26473,2189849
2023-06-15,76,225,21754,1015270
2023-06-16,59,207,28007,1148846
2023-06-20,69,212,120406,389210
2023-06-21,37,148,33260,356512
2023-06-22,40,126,32380,1064894
2023-06-23,49,126,46984,1469902
2023-06-26,52,57,1832003,503119
2023-06-27,49,66,25313,26763
2023-06-28,37,93,230084,1499178
2023-06-29,30,74,55045,1492859
2023-06-30,41,110,86639,185968
2023-07-03,28,73,20390,296228
2023-07-05,76,198,148028,827449
2023-07-06,44,199,7459,283338
2023-07-07,22,128,6769,106329
2023-07-10,30,70,5372,55387
2023-07-11,27,71,1286,85081
2023-07-12,11,97,30055,125565
2023-07-13,26,112,14509,770499
2023-07-14,29,109,9044,164897
2023-07-17,22,98,85389,227049
2023-07-18,24,93,29790,116545
2023-07-19,56,122,25873,197324
2023-07-20,28,96,2849,222707
2023-07-21,29,103,117810,456244
2023-07-24,24,77,12515,47149
2023-07-25,33,65,554312,95278
2023-07-26,28,66,17602,105655
2023-07-27,16,77,8355,1493949
2023-07-28,25,78,13164,97670
2023-07-31,30,117,5201,301456
2023-08-01,45,150,29103,662994
2023-08-02,39,187,255086,250676
2023-08-03,48,224,520523,1097334
2023-08-04,38,160,5436,284532
2023-08-07,50,176,21683,451308
2023-08-08,55,162,9880,547550
2023-08-09,54,193,101672,1771128
2023-08-10,46,175,32647,1045497
2023-08-11,47,174,53134,1050872
2023-08-14,80,178,47976,341832
2023-08-15,79,179,102443,482751
2023-08-16,84,201,30677,1708095
2023-08-17,107,245,37033,871939
2023-08-18,74,206,24242,250882
2023-08-21,99,158,70456,178597
2023-08-22,86,161,34423,538376
2023-08-23,79,179,8662,1431456
2023-08-24,93,139,69829,133840
2023-08-25,62,179,19865,288918
2023-08-28,66,100,6252,174011
2023-08-29,68,115,27715,87847
2023-08-30,74,138,68725,192635
2023-08-31,75,141,51462,336203
2023-09-01,54,172,41476,294852
2023-09-05,66,196,12160,157354
2023-09-06,74,255,9166,248798
2023-09-07,79,209,165407,403592
2023-09-08,61,148,25775,1006992
2023-09-11,63,108,26739,4780933
2023-09-12,56,113,24088,648954
2023-09-13,91,174,35106,811986
2023-09-14,86,145,34561,447004
2023-09-15,77,137,118616,1057365
2023-09-18,75,139,45215,288464
2023-09-19,89,201,102574,1322624
2023-09-20,56,131,143068,210293
2023-09-21,55,78,160882,148162
2023-09-22,51,100,111750,667997
2023-09-25,65,66,132483,382114
2023-09-26,28,50,1642,38439
2023-09-27,54,53,74597,194237
2023-09-28,46,60,49149,117096
2023-09-29,44,85,18608,607132
2023-10-02,58,91,22993,665706
2023-10-03,59,131,30027,162092
2023-10-04,45,182,145950,162471
2023-10-05,35,97,22890,122610
2023-10-06,38,88,27170,85014
2023-10-10,48,97,132126,157740
2023-10-11,39,79,161363,113173
2023-10-12,45,65,27763,201947
2023-10-13,24,54,6538,62186
2023-10-16,45,56,44755,125772
2023-10-17,33,85,30459,135443
2023-10-18,45,102,523840,116413
2023-10-19,33,56,2213938,113110
2023-10-20,22,40,29886,20816
2023-10-23,27,54,20205,170210
2023-10-24,22,44,10208,2177219
2023-10-25,37,33,273366,26642
2023-10-26,54,46,8600,65344
2023-10-27,31,33,2176785,21933
2023-10-30,46,58,21808,55305
2023-10-31,67,57,20892,51380
2023-11-01,46,64,27781,110027
2023-11-02,81,88,16130,91328
2023-11-03,67,195,65488,298123
2023-11-06,87,133,70681,274417
2023-11-07,63,103,12678,139036
2023-11-08,70,102,114944,888426
2023-11-09,107,144,116406,1758425
2023-11-13,166,220,147678,2061597
2023-11-14,67,78,76708,791999
2023-11-15,103,158,61011,4250966
2023-11-16,92,242,29530,583421
2023-11-17,116,294,65474,1763063
2023-11-20,99,182,420845,1282449
2023-11-21,123,225,104846,1401968
2023-11-22,94,238,30703,341487
2023-11-24,50,107,21701,469348
2023-11-27,57,150,2463,151252
2023-11-28,76,110,51048,194808
2023-11-29,57,165,32716,740301
2023-11-30,62,155,40424,422616
2023-12-01,72,227,53184,761287
2023-12-04,76,188,19463,210550
2023-12-05,71,333,53793,3897570
2023-12-06,71,198,82282,294389
2023-12-07,67,162,28771,519528
2023-12-08,52,176,21703,446095
2023-12-11,75,150,41198,1487040
2023-12-12,57,200,116765,610121
2023-12-13,89,185,635457,731618
2023-12-14,92,195,70093,471659
2023-12-15,84,289,361281,1492628
2023-12-18,87,264,34596,1078861
2023-12-19,66,268,18221,513200
2023-12-20,34,198,2156805,783316
2023-12-21,36,190,2615552,1629991
2023-12-22,35,165,28487,576356
2023-12-26,46,100,21674,170586
2023-12-27,39,102,10682,186935
2023-12-28,30,102,2874,245403
2023-12-29,25,115,17572,1749046
2024-01-02,64,85,15726,151814
2024-01-03,45,158,85232,137266
2024-01-04,61,292,135543,930338
2024-01-05,23,157,8357,194499
2024-01-08,50,110,36997,164316
2024-01-09,30,129,1841,433934
2024-01-10,32,118,15965,1197214
2024-01-11,16,96,48520,1443704
2024-01-12,45,100,2180680,391121
2024-01-16,37,70,24742,177899
2024-01-17,26,152,145725,1153398
2024-01-18,42,187,10281,279229
2024-01-19,52,94,271955,78695
2024-01-22,17,73,2210,202241
2024-01-23,19,120,12052,218829
2024-01-24,34,99,25117,208915
2024-01-25,42,77,107825,1118773
2024-01-26,33,86,43206,309623
2024-01-29,30,72,32393,178527
2024-01-30,42,83,28380,294739
2024-01-31,56,124,377703,389690
2024-02-01,50,82,111677,143794
2024-02-02,43,207,85147,250225
2024-02-05,60,203,309716,286359
2024-02-06,41,151,38502,353950
2024-02-07,48,172,10271,1084699
2024-02-08,43,146,47214,673986
2024-02-09,44,162,22900,3642926
2024-02-12,49,173,102083,607073
2024-02-13,51,179,136602,2439684
2024-02-14,57,188,75997,1140396
2024-02-15,34,154,43070,2284059
2024-02-16,32,238,153780,635379
2024-02-20,51,277,159112,3210777
2024-02-21,60,264,18286,1271214
2024-02-22,56,277,250597,640149
2024-02-23,42,265,4049,5276223
2024-02-26,47,201,5669,694489
2024-02-27,68,265,44593,583832
2024-02-28,54,204,20270,979128
2024-02-29,45,251,60097,1356816
2024-03-01,54,275,20994,1438024
2024-03-04,66,293,89649,599580
2024-03-05,66,521,79711,2958300
2024-03-06,65,337,172964,4337972
2024-03-07,54,293,25514,3515826
2024-03-08,52,273,90640,4846273
2024-03-11,58,255,526680,1548939
2024-03-12,67,244,325934,2690439
2024-03-13,61,272,16667,640323
2024-03-14,66,211,63938,2241717
2024-03-15,64,236,32756,1157715
2024-03-18,123,208,118375,1459192
2024-03-19,75,290,77996,438348
2024-03-20,54,192,18886,1002382
2024-03-21,27,176,10754,703633
2024-03-22,36,165,12732,2737887
2024-03-25,52,126,282656,553556
2024-03-26,33,122,45782,356633
2024-03-27,54,127,47556,638256
2024-03-28,27,110,351087,530505
2024-03-29,15,98,31879,160830
2024-04-01,65,97,89168,151453
2024-04-02,30,129,29474,231970
2024-04-03,46,310,22914,552680
2024-04-04,32,133,16499,471446
2024-04-05,32,112,13757,340208
2024-04-08,31,89,108047,274640
2024-04-09,22,81,14482,536495
2024-04-10,30,89,5425,152789
2024-04-11,24,72,300992,1235944
2024-04-12,37,51,56651,103571
2024-04-15,28,73,31623,204044
2024-04-16,24,89,9955,261542
2024-04-17,35,110,6144,112228
2024-04-18,46,79,22311,1280161
2024-04-19,21,77,25614,165692
2024-04-22,37,61,78256,316313
2024-04-23,28,80,21393,219437
2024-04-24,34,66,32459,225520
2024-04-25,29,68,5308,161456
2024-04-26,39,50,62059,203187
2024-04-29,37,65,12475,157356
2024-04-30,45,84,7438,485013
2024-05-01,59,117,17246,355141
2024-05-02,57,127,13096,184562
2024-05-03,58,223,23618,433252
2024-05-06,59,148,26840,307855
2024-05-07,74,167,12787,362841
2024-05-08,66,157,60237,432464
2024-05-09,49,151,9385,959525
2024-05-10,59,178,8160,737109
2024-05-13,53,188,43219,606018
2024-05-14,78,186,43873,426135
2024-05-15,64,199,51420,4550918
2024-05-16,66,208,129298,1299362
2024-05-17,74,313,53097,1423629
2024-05-20,85,181,16686,639912
2024-05-21,56,227,19991,974414
2024-05-22,77,227,2176328,582116
2024-05-23,89,202,91295,1410142
2024-05-24,60,175,90793,1432431
2024-05-28,61,128,27764,1016448
2024-05-29,67,150,69925,409996
2024-05-30,74,141,30093,1108154
2024-05-31,74,129,34172,542497
2024-06-03,61,141,13430,3664360
2024-06-04,57,244,8755,597843
2024-06-05,53,250,119904,696813
2024-06-06,53,165,58960,355709
2024-06-07,65,187,253112,1889841
2024-06-10,78,139,33318,914402
2024-06-11,65,173,151092,479056
2024-06-12,70,177,114506,1740504
2024-06-13,59,183,13644,1295800
2024-06-14,65,183,108309,1035807
2024-06-17,76,131,290970,690850
2024-06-18,83,234,65347,776232
2024-06-20,47,244,48381,1123307
2024-06-21,28,113,105266,310635
2024-06-24,58,119,41966,457014
2024-06-25,32,109,72165,411206
2024-06-26,22,91,4522,408588
2024-06-27,35,96,47255,355855
2024-06-28,43,83,43693,866930
2024-07-01,41,78,108407,1287853
2024-07-02,74,174,74158,503410
2024-07-03,28,277,185782,316226
2024-07-05,17,50,14507,960290
2024-07-08,24,88,6592,176283
2024-07-09,20,93,21563,1137099
2024-07-10,22,87,8688,820147
2024-07-11,35,77,14202,943452
2024-07-12,38,74,29016,73676
2024-07-15,22,104,34799,681809
2024-07-16,22,117,19345,208695
2024-07-17,49,153,4495,489960
2024-07-18,25,108,16870,157304
2024-07-19,28,93,25376,1655456
2024-07-22,36,80,58893,239082
2024-07-23,22,74,39519,115727
2024-07-24,19,98,2259699,1069104
2024-07-25,26,60,9339,100407
2024-07-26,15,89,30564,117134
2024-07-29,45,119,20693,1419484
2024-07-30,22,131,6618,343064
2024-07-31,36,133,193024,3034107
2024-08-01,37,145,62958,1001768
2024-08-02,30,177,3215,284706
2024-08-05,80,207,85481,1263453
2024-08-06,55,117,30826,151352
2024-08-07,54,167,49611,437697
2024-08-08,70,114,33447,259522
2024-08-09,51,154,57929,707075
2024-08-12,73,136,73412,1056716
2024-08-13,66,147,99316,231070
2024-08-14,67,174,253336,608410
2024-08-15,69,174,66164,271417
2024-08-16,54,221,2203131,2156674
2024-08-19,71,258,14409,977745
2024-08-20,84,228,39749,292382
2024-08-21,54,211,9507,319105
2024-08-22,55,231,47553,495211
2024-08-23,50,199,12011,1925523
