filing_date,num_purchases,num_sales,val_purchases,val_sales
2006-10-25,86,170,22515,398200
2006-10-26,42,220,25634,2453572
2006-10-27,76,221,58161,336859
2006-10-30,82,256,11883,386302
2006-10-31,67,253,53219,522300
2006-11-01,103,297,26622,447773
2006-11-02,94,337,21386,329535
2006-11-03,66,356,6519,879348
2006-11-06,96,251,17059,572370
2006-11-07,89,248,2446706,291137
2006-11-08,84,369,8358,1063495
2006-11-09,104,402,13611,1525934
2006-11-13,158,577,16726,8817194
2006-11-14,123,385,2156732,2055493
2006-11-15,86,429,123240,678785
2006-11-16,91,493,6277,2631070
2006-11-17,94,458,16363,973509
2006-11-20,111,299,37635,873273
2006-11-21,113,393,2206050,813693
2006-11-22,137,496,68084,2410132
2006-11-24,24,81,3932,576333
2006-11-27,100,345,23298,310334
2006-11-28,82,215,2156636,226743
2006-11-29,100,300,15939,818830
2006-11-30,97,316,11878,300356
2006-12-01,94,347,96765,357522
2006-12-04,115,351,2292995,456266
2006-12-05,68,390,36839,577857
2006-12-06,75,348,33449,327531
2006-12-07,83,286,29632,628909
2006-12-08,70,251,10020,364509
2006-12-11,89,227,29480,176012
2006-12-12,77,251,2215005,181655
2006-12-13,82,320,31510,271311
2006-12-14,76,299,1749223,890544
2006-12-15,88,284,18974,284317
2006-12-18,109,325,97319,530515
2006-12-19,134,238,2188311,438670
2006-12-20,75,217,46239,235719
2006-12-21,97,167,17216,666950
2006-12-22,88,203,89944,953461
2006-12-26,42,76,2153357,228384
2006-12-27,80,168,16356,150389
2006-12-28,62,164,26348,129366
2006-12-29,115,122,2261451,368770
2007-01-03,139,243,424707,213763
2007-01-04,95,316,18936,298907
2007-01-05,94,411,24872,326932
2007-01-08,71,130,34771,116450
2007-01-09,72,171,14679,209191
2007-01-10,53,188,27618,303316
2007-01-11,77,171,2565361,222459
2007-01-12,59,167,73754,320170
2007-01-16,64,196,2159369,247476
2007-01-17,101,197,20363,312474
2007-01-18,68,218,17674,582611
2007-01-19,60,144,20275,293775
2007-01-22,49,134,2165918,249037
2007-01-23,53,125,25273,119765
2007-01-24,78,159,15533,1240744
2007-01-25,65,147,137786,240666
2007-01-26,73,185,12641,173861
2007-01-29,58,179,37840,502081
2007-01-30,80,181,25025,150274
2007-01-31,101,249,10440,220310
2007-02-01,72,262,59035,329041
2007-02-02,85,373,13055,1408691
2007-02-05,65,410,41677,481749
2007-02-06,82,311,13379,337350
2007-02-07,80,340,20466,568933
2007-02-08,74,347,197197,1276118
2007-02-09,67,316,2164267,2514668
2007-02-12,86,264,14771,299208
2007-02-13,89,301,52122,332290
2007-02-14,84,349,201365,1904914
2007-02-15,83,328,77545,2019811
2007-02-16,86,388,87097,580481
2007-02-20,102,359,32764,433093
2007-02-21,102,326,81946,778780
2007-02-22,83,434,132185,517610
2007-02-23,67,368,35827,1812697
2007-02-26,99,351,2159434,905297
2007-02-27,99,346,28689,319847
2007-02-28,130,344,33212,428339
2007-03-01,148,317,161629,1442071
2007-03-02,137,314,29231,629189
2007-03-05,172,401,53260,191968
2007-03-06,129,192,70124,294093
2007-03-07,143,239,43937,470635
2007-03-08,91,270,51867,671166
2007-03-09,85,244,26524,179396
2007-03-12,85,246,13850,311051
2007-03-13,106,224,13389,152257
2007-03-14,129,220,42720,553423
2007-03-15,97,270,30209,989560
2007-03-16,108,273,23465,184778
2007-03-19,124,259,17164,240050
2007-03-20,88,209,38002,357685
2007-03-21,75,258,15718,1432902
2007-03-22,61,236,19917,142791
2007-03-23,55,235,12515,547332
2007-03-26,78,246,42929,1863248
2007-03-27,51,205,9058,423812
2007-03-28,56,173,19400,176938
2007-03-29,57,188,11380,192113
2007-03-30,104,172,351713,289465
2007-04-02,125,173,87650,157917
2007-04-03,93,316,19510,429812
2007-04-04,94,330,7646,866992
2007-04-05,53,254,9057,641127
2007-04-06,34,79,174686,123325
2007-04-09,52,100,19352,56869
2007-04-10,51,118,14304,40827
2007-04-11,52,200,8791,370541
2007-04-12,50,167,33805,283691
2007-04-13,63,152,40957,79005
2007-04-16,57,140,5616,85676
2007-04-17,59,203,7759,258942
2007-04-18,58,249,25025,218144
2007-04-19,42,130,579603,114747
2007-04-20,49,146,16306,170814
2007-04-23,51,149,16584,492530
2007-04-24,89,223,40660,470923
2007-04-25,53,207,17239,470822
2007-04-26,62,229,22859,754638
2007-04-27,91,243,22173,579950
2007-04-30,106,220,27408,1439284
2007-05-01,121,349,4373384,526801
2007-05-02,119,489,14340,953755
2007-05-03,121,489,70979,1552423
2007-05-04,112,409,68568,717368
2007-05-07,95,325,22307,431778
2007-05-08,97,362,905396,651612
2007-05-09,113,334,21836,3448506
2007-05-10,110,338,65207,439123
2007-05-11,100,292,31909,466892
2007-05-14,103,318,19382,278039
2007-05-15,125,335,29474,856579
2007-05-16,113,372,19386,1068285
2007-05-17,147,313,48851,809034
2007-05-18,123,317,27290,554544
2007-05-21,159,312,136841,1362656
2007-05-22,130,334,57242,2335184
2007-05-23,84,361,45780,385032
2007-05-24,122,341,151304,362728
2007-05-25,130,303,103739,1370525
2007-05-29,111,323,122363,1995744
2007-05-30,109,320,104159,756433
2007-05-31,117,371,85102,623476
2007-06-01,93,381,39811,665686
2007-06-04,86,469,27032,1648685
2007-06-05,87,407,14868,364738
2007-06-06,94,312,18848,1856206
2007-06-07,84,222,7778,174887
2007-06-08,109,208,72038,377331
2007-06-11,73,160,16389,161252
2007-06-12,94,206,88636,271188
2007-06-13,67,202,41770,810124
2007-06-14,69,203,12003,222228
2007-06-15,88,313,15555,617597
2007-06-18,100,312,2254840,310956
2007-06-19,75,265,69925,584076
2007-06-20,72,230,5258,1362324
2007-06-21,70,225,67512,1086550
2007-06-22,69,175,49992,266574
2007-06-25,77,148,46658,95361
2007-06-26,78,160,36038,1354328
2007-06-27,66,143,891765,1007859
2007-06-28,68,200,142437,121426
2007-06-29,86,162,258881,295407
2007-07-02,100,197,4639023,195854
2007-07-03,138,364,246530,271807
2007-07-05,73,250,132253,151183
2007-07-06,32,137,36904,2345408
2007-07-09,59,160,33822,643000
2007-07-10,70,158,59454,89754
2007-07-11,86,201,110147,145886
2007-07-12,69,163,65604,165329
2007-07-13,53,146,27716,197108
2007-07-16,73,160,30438,281154
2007-07-17,70,150,52978,1145245
2007-07-18,48,175,23640,141368
2007-07-19,55,115,123128,93401
2007-07-20,64,130,19802,1062865
2007-07-23,58,129,19893,331568
2007-07-24,110,156,30013,278920
2007-07-25,129,140,66881,777197
2007-07-26,103,160,47681,273430
2007-07-27,222,124,98472,182281
2007-07-30,150,114,63641,205611
2007-07-31,206,195,284869,376805
2007-08-01,145,257,130593,359935
2007-08-02,164,272,52124,332730
2007-08-03,197,373,81318,1319427
2007-08-06,303,316,82634,446865
2007-08-07,230,246,1276602,205777
2007-08-08,198,322,54989,6454851
2007-08-09,212,313,78215,811168
2007-08-10,193,299,52539,461120
2007-08-13,242,278,137684,376428
2007-08-14,236,261,82394,165617
2007-08-15,230,233,108648,377736
2007-08-16,263,259,73316,939882
2007-08-17,295,254,174742,149570
2007-08-20,286,200,49419,281714
2007-08-21,209,277,75252,221155
2007-08-22,180,229,298019,178393
2007-08-23,219,206,60498,220051
2007-08-24,136,197,260875,107478
2007-08-27,162,187,866035,261879
2007-08-28,142,185,49440,122072
2007-08-29,170,210,65581,197267
2007-08-30,136,214,112992,234101
2007-08-31,144,209,17799,514538
2007-09-04,147,240,2853558,3988850
2007-09-05,148,311,19122,389247
2007-09-06,110,339,25089,405288
2007-09-07,117,247,65334,846153
2007-09-10,111,172,47962,179794
2007-09-11,136,167,87994,595818
2007-09-12,102,270,63680,221716
2007-09-13,103,211,28333,171802
2007-09-14,113,227,2184891,601063
2007-09-17,113,180,38099,137863
2007-09-18,87,229,44906,208988
2007-09-19,85,253,25139,237035
2007-09-20,85,259,8125,584141
2007-09-21,64,214,27008,211557
2007-09-24,61,159,18944,421646
2007-09-25,93,183,243116,281411
2007-09-26,73,179,14974,315317
2007-09-27,84,171,102003,306413
2007-09-28,55,194,197063,245678
2007-10-01,104,178,29097,8730421
2007-10-02,130,287,36883,395188
2007-10-03,91,307,79573,419533
2007-10-04,69,183,162390,656355
2007-10-05,61,137,62202,182947
2007-10-09,90,337,67519,591699
2007-10-10,28,180,14011,148687
2007-10-11,57,171,18494,238863
2007-10-12,105,221,693360,1933674
2007-10-15,74,148,40783,388274
2007-10-16,66,168,460654,277497
2007-10-17,79,181,37045,189861
2007-10-18,59,132,28704,383289
2007-10-19,52,122,12311,184038
2007-10-22,81,120,38728,380812
2007-10-23,70,158,79171,410496
2007-10-24,75,176,11119,225814
2007-10-25,106,134,23470,336575
2007-10-26,99,148,21893,606324
2007-10-29,139,236,17423,373461
2007-10-30,129,246,52969,449113
2007-10-31,174,317,29479,486315
2007-11-01,119,282,37752,268122
2007-11-02,165,362,1577117,462498
2007-11-05,180,329,28766,611945
2007-11-06,164,256,55197,804923
2007-11-07,176,315,113340,535825
2007-11-08,183,322,69816,384732
2007-11-09,210,247,165681,1603247
2007-11-13,307,397,203837,494920
2007-11-14,196,261,54711,402735
2007-11-15,194,280,82946,331393
2007-11-16,205,323,20809,2713263
2007-11-19,278,234,103172,400999
2007-11-20,314,283,129529,4692524
2007-11-21,329,338,129528,1808896
2007-11-23,73,49,21630,37256
2007-11-26,268,203,62611,523362
2007-11-27,237,129,164025,126406
2007-11-28,233,226,51726,202998
2007-11-29,194,255,46928,212782
2007-11-30,172,244,44547,260235
2007-12-03,268,239,298743,256874
2007-12-04,182,360,124092,454509
2007-12-05,218,334,33164,688878
2007-12-06,182,245,5694912,232384
2007-12-07,146,272,14966,629579
2007-12-10,144,250,122127,342137
2007-12-11,146,309,16320,403616
2007-12-12,147,285,87458,571968
2007-12-13,190,232,58915,389147
2007-12-14,180,203,100980,490205
2007-12-17,199,173,42171,502252
2007-12-18,179,184,80295,195843
2007-12-19,194,176,58690,150331
2007-12-20,151,138,154583,88793
2007-12-21,241,188,177538,121047
2007-12-26,226,207,109097,243168
2007-12-27,104,167,30371,319160
2007-12-28,150,125,26736,90589
2007-12-31,119,82,79891,53176
2008-01-02,171,151,4471990,88308
2008-01-03,138,237,49739,137254
2008-01-04,143,274,53184,136497
2008-01-07,158,132,65663,103236
2008-01-08,157,87,40422,58491
2008-01-09,123,135,87090,106721
2008-01-10,121,116,114466,93107
2008-01-11,150,94,75257,2209005
2008-01-14,113,108,371024,77663
2008-01-15,135,80,56007,38758
2008-01-16,146,117,108676,115670
2008-01-17,81,127,89105,118765
2008-01-18,115,80,135528,86241
2008-01-22,157,83,47104,60583
2008-01-23,122,66,59175,41702
2008-01-24,115,118,48450,94236
2008-01-25,107,91,69085,81925
2008-01-28,162,82,37159,55573
2008-01-29,86,88,37351,4345497
2008-01-30,97,101,25460,63449
2008-01-31,115,117,14918,109140
2008-02-01,107,159,26570,140031
2008-02-04,111,180,23140,103820
2008-02-05,110,244,37374,116839
2008-02-06,128,184,112423,117036
2008-02-07,89,165,66397,96133
2008-02-08,110,153,17267,80897
2008-02-11,121,153,160631,134941
2008-02-12,149,214,44271,169470
2008-02-13,128,189,78807,196216
2008-02-14,136,207,1678726,237365
2008-02-15,136,215,144110,886875
2008-02-19,253,174,295435,112570
2008-02-20,111,207,44546,239901
2008-02-21,196,262,211009,972045
2008-02-22,180,167,160970,103497
2008-02-25,172,186,150918,758857
2008-02-26,166,155,1995083,107669
2008-02-27,164,249,37270,708870
2008-02-28,190,234,332743,366197
2008-02-29,181,225,44787,180469
2008-03-03,209,196,68708,316424
2008-03-04,265,310,73291,688846
2008-03-05,220,254,97391,117045
2008-03-06,214,213,72046,198353
2008-03-07,198,203,114071,151982
2008-03-10,249,159,79738,124514
2008-03-11,231,174,52372,115868
2008-03-12,157,168,130485,200099
2008-03-13,213,183,109206,91386
2008-03-14,224,145,28686,872923
2008-03-17,239,160,366665,68327
2008-03-18,190,152,38931,80272
2008-03-19,211,181,115397,365400
2008-03-20,170,204,169073,211713
2008-03-21,83,63,110459,20118
2008-03-24,158,130,52683,121936
2008-03-25,105,110,104696,61965
2008-03-26,125,195,57726,267016
2008-03-27,99,172,61697,135371
2008-03-28,93,137,51832,101367
2008-03-31,104,147,17903,102847
2008-04-01,117,125,77129,66748
2008-04-02,146,206,36776,142370
2008-04-03,75,266,8498,149087
2008-04-04,119,183,2023491,181656
2008-04-07,180,143,23239,151503
2008-04-08,91,151,1035863,213835
2008-04-09,80,181,230651,153344
2008-04-10,111,147,671877,70802
2008-04-11,69,89,218958,224335
2008-04-14,82,102,68486,104964
2008-04-15,105,94,6541838,131187
2008-04-16,124,129,37936,86536
2008-04-17,88,144,33416,116786
2008-04-18,57,131,13297,156315
2008-04-21,67,124,13375,139829
2008-04-22,54,149,53249,295363
2008-04-23,92,110,2006791,130228
2008-04-24,71,134,21012,145102
2008-04-25,97,164,286438,313522
2008-04-28,79,173,51416,273165
2008-04-29,153,144,11920,196871
2008-04-30,167,197,254033,1561002
2008-05-01,125,248,66095,6415679
2008-05-02,140,315,29619,284421
2008-05-05,202,305,234721,397560
2008-05-06,130,284,20316,326468
2008-05-07,129,274,427675,207578
2008-05-08,161,267,856932,496954
2008-05-09,139,198,47787,305673
2008-05-12,179,229,46851,1389267
2008-05-13,174,272,47133,929572
2008-05-14,194,344,455052,1203661
2008-05-15,238,299,43382,380135
2008-05-16,205,326,25667,364378
2008-05-19,187,338,18136,451669
2008-05-20,172,261,276065,289862
2008-05-21,194,246,41948,181940
2008-05-22,187,257,230286,194101
2008-05-23,221,175,173983,320494
2008-05-27,185,191,259377,156956
2008-05-28,139,154,142351,187012
2008-05-29,214,274,241061,379236
2008-05-30,152,238,120255,1086494
2008-06-02,228,257,390505,402229
2008-06-03,203,293,68451,158088
2008-06-04,139,362,49932,202394
2008-06-05,108,220,18110,284285
2008-06-06,133,230,124258,310187
2008-06-09,118,192,16091,466805
2008-06-10,145,168,66306,266019
2008-06-11,178,160,212979,141917
2008-06-12,125,185,20751,557890
2008-06-13,123,116,32665,128148
2008-06-16,150,224,2182429,287133
2008-06-17,124,190,29997,128062
2008-06-18,102,187,20623,197835
2008-06-19,111,147,12855,2091580
2008-06-20,130,72,15160,61495
2008-06-23,131,115,15671,111192
2008-06-24,146,111,22499,94595
2008-06-25,95,106,123441,200176
2008-06-26,83,87,14666,182378
2008-06-27,157,95,153736,149791
2008-06-30,129,104,318347,178455
2008-07-01,112,113,716115,65048
2008-07-02,184,191,74293,153499
2008-07-03,125,164,92408,186886
2008-07-07,123,80,80593,34026
2008-07-08,76,61,11724,56612
2008-07-09,153,123,38922,72280
2008-07-10,95,80,52773,46854
2008-07-11,89,99,38974,81314
2008-07-14,123,67,32172,278432
2008-07-15,77,71,43807,27090
2008-07-16,112,100,26918,135497
2008-07-17,137,119,107692,78802
2008-07-18,160,125,236957,91415
2008-07-21,123,84,13274,180816
2008-07-22,95,96,19781,107705
2008-07-23,101,122,121865,128960
2008-07-24,83,131,61644,624190
2008-07-25,146,107,11934,115681
2008-07-28,138,142,35309,211876
2008-07-29,138,146,479419,106583
2008-07-30,166,152,62020,2206594
2008-07-31,126,147,43653,4114283
2008-08-01,182,146,42787,169825
2008-08-04,211,207,188707,940150
2008-08-05,226,233,462286,231729
2008-08-06,167,197,124675,243960
2008-08-07,142,224,32491,283284
2008-08-08,145,198,64000,335760
2008-08-11,148,225,119093,234136
2008-08-12,161,305,71252,611600
2008-08-13,206,308,135706,334385
2008-08-14,160,218,86829,255698
2008-08-15,200,183,89576,214818
2008-08-18,170,255,162858,384723
2008-08-19,139,208,28031,209652
2008-08-20,214,184,77783,369777
2008-08-21,157,169,19950,250100
2008-08-22,124,136,44831,220584
2008-08-25,149,150,15351,113608
2008-08-26,142,150,12329,192843
2008-08-27,149,135,35695,189163
2008-08-28,127,183,70725,148303
2008-08-29,114,202,60457,677162
2008-09-02,144,179,2160664,105087
2008-09-03,120,208,53923,134166
2008-09-04,111,272,44755,173706
2008-09-05,119,164,57943,118000
2008-09-08,118,105,125883,170337
2008-09-09,121,142,29310,176042
2008-09-10,108,213,63410,237051
2008-09-11,111,141,101138,293508
2008-09-12,130,133,53620,58542
2008-09-15,157,119,22168,88937
2008-09-16,138,113,110890,112963
2008-09-17,152,155,55164,292320
2008-09-18,139,132,19347,302471
2008-09-19,133,122,23002,118409
2008-09-22,125,195,48075,235771
2008-09-23,127,208,93719,167955
2008-09-24,92,103,119126,56196
2008-09-25,76,105,19214,227545
2008-09-26,72,72,150429,30936
2008-09-29,100,81,23594,75822
2008-09-30,132,68,869067,35577
2008-10-01,169,98,88615,51001
2008-10-02,158,148,483760,73692
2008-10-03,125,103,21318,208343
2008-10-06,124,62,86686,18744
2008-10-07,153,52,34345,24867
2008-10-08,160,76,60873,173359
2008-10-09,99,46,106133,18499
2008-10-10,175,68,165467,724170
2008-10-14,306,110,325304,436113
2008-10-15,204,79,68044,281000
2008-10-16,166,72,95553,51103
2008-10-17,99,80,67999,156940
2008-10-20,139,47,66910,63028
2008-10-21,91,43,187820,96012
2008-10-22,110,46,83579,28476
2008-10-23,135,49,327184,24805
2008-10-24,101,54,328084,31560
2008-10-27,199,57,133727,39869
2008-10-28,166,51,105555,64928
2008-10-29,202,56,72094,72000
2008-10-30,167,80,112306,167241
2008-10-31,153,92,176175,253810
2008-11-03,192,116,511770,5017399
2008-11-04,163,147,32077,158845
2008-11-05,149,150,26654,161230
2008-11-06,203,111,45867,189351
2008-11-07,186,115,19283,226747
2008-11-10,240,92,23185,81647
2008-11-12,429,209,85544,2339875
2008-11-13,301,108,2203864,107273
2008-11-14,364,96,244515,382860
2008-11-17,307,127,176421,209627
2008-11-18,270,135,32293,172404
2008-11-19,370,92,47477,84748
2008-11-20,402,88,114187,50973
2008-11-21,462,88,61744,131124
2008-11-24,606,90,82613,962220
2008-11-25,402,129,2205867,240465
2008-11-26,320,154,227155,128884
2008-11-28,87,40,36503,19596
2008-12-01,302,125,28069,2222949
2008-12-02,262,109,17227,107189
2008-12-03,209,118,44223,2212839
2008-12-04,203,83,159630,134737
2008-12-05,218,108,41934,54242
2008-12-08,215,108,4821291,123169
2008-12-09,245,123,1068771,148413
2008-12-10,197,124,28988,123238
2008-12-11,198,117,29765,66002
2008-12-12,221,95,28167,150594
2008-12-15,162,89,12291,77391
2008-12-16,170,108,36002,356146
2008-12-17,211,126,16758,179827
2008-12-18,126,134,10536,175228
2008-12-19,207,114,41266,102396
2008-12-22,130,96,22780,2223887
2008-12-23,204,126,13048,71901
2008-12-24,92,43,17478,23298
2008-12-29,144,85,9667,21865
2008-12-30,170,75,188167,50511
2008-12-31,129,82,432391,45868
2009-01-02,88,74,746093,764418
2009-01-05,171,159,27574,123365
2009-01-06,152,138,7827,51590
2009-01-07,62,91,176837,45934
2009-01-08,118,55,38623,96776
2009-01-09,65,48,50978,59647
2009-01-12,104,33,18183,91376
2009-01-13,89,47,26624,4563
2009-01-14,92,57,15250,15161
2009-01-15,78,42,13618,91453
2009-01-16,78,68,20662,82254
2009-01-20,102,84,282028,152658
2009-01-21,107,43,39783,20864
2009-01-22,112,37,17777,34405
2009-01-23,87,42,22205,38960
2009-01-26,80,32,20770,13376
2009-01-27,82,50,20051,15746
2009-01-28,128,58,27914,37216
2009-01-29,73,83,15861,113520
2009-01-30,79,100,15848,110242
2009-02-02,167,69,33448,102528
2009-02-03,160,119,33544,66337
2009-02-04,156,130,81865,211908
2009-02-05,111,83,19573,89444
2009-02-06,123,127,20584,154452
2009-02-09,130,85,19551,95878
2009-02-10,143,115,37120,167970
2009-02-11,181,110,25496,103015
2009-02-12,147,109,38301,48806
2009-02-13,147,113,64235,45700
2009-02-17,250,131,45665,99284
2009-02-18,127,84,27202,42106
2009-02-19,225,105,30802,37285
2009-02-20,174,77,231772,300946
2009-02-23,182,65,21236,84876
2009-02-24,202,85,40852,667586
2009-02-25,261,123,1290094,53379
2009-02-26,200,107,45089,38485
2009-02-27,200,116,1194197,24572
2009-03-02,260,119,35801,31275
2009-03-03,269,128,58068,35180
2009-03-04,306,160,2249120,49153
2009-03-05,312,119,25587,94053
2009-03-06,300,110,28757,157282
2009-03-09,343,80,50403,71571
2009-03-10,356,79,171245,45205
2009-03-11,205,89,44983,105505
2009-03-12,242,107,40529,76598
2009-03-13,219,101,17436,68033
2009-03-16,193,105,15977,55056
2009-03-17,187,122,11929,127843
2009-03-18,125,91,8393,43178
2009-03-19,157,91,13565,296438
2009-03-20,171,74,6595,21627
2009-03-23,136,87,9775,28069
2009-03-24,130,44,7168,14075
2009-03-25,99,101,27862,101189
2009-03-26,103,56,1848218,26522
2009-03-27,81,59,46495,113216
2009-03-30,68,79,17840,49966
2009-03-31,106,54,60074,15224
2009-04-01,146,80,1250652,1226452
2009-04-02,119,96,37401,49063
2009-04-03,79,97,11121,73359
2009-04-06,66,82,9359,65695
2009-04-07,67,80,3647,23403
2009-04-08,56,65,8944,22317
2009-04-09,111,63,11389,68975
2009-04-10,27,32,608,25315
2009-04-13,61,58,6645,114892
2009-04-14,38,38,1413,2159710
2009-04-15,114,92,7447,70273
2009-04-16,55,50,3356,15340
2009-04-17,54,70,38400,36814
2009-04-20,79,82,5596,348080
2009-04-21,56,53,8391,113028
2009-04-22,41,71,2238,226825
2009-04-23,52,82,7460,527447
2009-04-24,87,80,2836,67438
2009-04-27,64,80,43647,76993
2009-04-28,46,103,1476,91303
2009-04-29,74,121,1485,296403
2009-04-30,67,107,936512,272770
2009-05-01,63,146,6182,1088183
2009-05-04,106,193,2697406,249921
2009-05-05,99,158,11964,303904
2009-05-06,97,209,907107,268368
2009-05-07,131,178,3831414,158959
2009-05-08,89,158,7180,804286
2009-05-11,165,169,43243,201782
2009-05-12,103,159,2205609,227369
2009-05-13,121,162,107610,167099
2009-05-14,191,132,23970,161295
2009-05-15,131,122,16978,48354
2009-05-18,126,154,22822,152354
2009-05-19,105,165,106340,148800
2009-05-20,121,148,2163684,288342
2009-05-21,119,169,22963,230673
2009-05-22,128,142,943838,1980632
2009-05-26,137,112,1638426,52138
2009-05-27,125,147,11761,88969
2009-05-28,106,199,4557,169315
2009-05-29,116,147,78074,81189
2009-06-01,120,159,29098,163008
2009-06-02,142,254,184713,178452
2009-06-03,74,240,3156,147745
2009-06-04,137,161,17576,77063
2009-06-05,113,162,9609,72909
2009-06-08,79,181,30695,152473
2009-06-09,137,144,11932,104305
2009-06-10,104,145,19623,511893
2009-06-11,122,138,487404,53638
2009-06-12,66,137,103861,1183417
2009-06-15,108,156,998578,106071
2009-06-16,111,126,10831,43882
2009-06-17,92,126,19202,260425
2009-06-18,91,107,16092,75457
2009-06-19,63,96,9944,359316
2009-06-22,70,77,262741,106849
2009-06-23,76,83,8536,104856
2009-06-24,68,70,1663,22317
2009-06-25,89,65,101880,43117
2009-06-26,72,66,6826,73526
2009-06-29,72,99,4925,56125
2009-06-30,51,108,6861,4371919
2009-07-01,98,116,31476,109430
2009-07-02,143,153,516543,114248
2009-07-05,3,13,5,8100
2009-07-06,81,104,33919,42420
2009-07-07,38,47,174973,26748
2009-07-08,30,79,5132,66777
2009-07-09,97,69,83248,55331
2009-07-10,50,62,11570,76059
2009-07-13,63,51,85769,33836
2009-07-14,41,63,26029,96167
2009-07-15,51,96,4478,84737
2009-07-16,44,104,8266,63194
2009-07-17,37,125,1744,203146
2009-07-20,52,74,26989,53631
2009-07-21,34,103,2578,324268
2009-07-22,39,97,2244184,397625
2009-07-23,85,110,189254,85752
2009-07-24,49,111,36096,105951
2009-07-27,89,119,38263,172393
2009-07-28,58,170,37613,222573
2009-07-29,118,173,1640,299660
2009-07-30,81,124,11869,262416
2009-07-31,127,152,133077,241067
2009-08-03,77,201,13473,205123
2009-08-04,96,216,10239,166372
2009-08-05,74,264,6755,670439
2009-08-06,103,230,20416,162688
2009-08-07,64,182,3272,631907
2009-08-10,127,211,95046,638388
2009-08-11,67,229,2633,420061
2009-08-12,59,264,4399,367570
2009-08-13,105,213,16093,1431177
2009-08-14,139,214,36395,221940
2009-08-17,113,177,19672,895813
2009-08-18,125,146,15589,207155
2009-08-19,97,156,25845,944814
2009-08-20,65,190,3534,692811
2009-08-21,69,154,3361,340902
2009-08-24,69,199,5013,203546
2009-08-25,91,233,15764,299009
2009-08-26,120,244,21442,265797
2009-08-27,103,199,6749,237041
2009-08-28,86,156,11885,131642
2009-08-31,100,175,2207168,356752
2009-09-01,91,165,9408,99213
2009-09-02,138,166,8009,58293
2009-09-03,73,190,4931,130308
2009-09-04,91,113,5292,90661
2009-09-08,90,107,177993,57752
2009-09-09,67,157,4739,77534
2009-09-10,65,254,18279,279348
2009-09-11,58,223,8602,137118
2009-09-14,69,211,1646,221546
2009-09-15,58,196,10887,156011
2009-09-16,56,233,9441,281698
2009-09-17,79,201,16131,399472
2009-09-18,50,209,39150,265237
2009-09-21,59,155,6511,305960
2009-09-22,60,125,5287,250275
2009-09-23,56,154,110518,303785
2009-09-24,61,157,7569,625378
2009-09-25,83,110,6001,44802
2009-09-28,60,69,7387,51644
2009-09-29,108,106,9694,469110
2009-09-30,52,113,74577,450761
2009-10-01,64,140,6496,149937
2009-10-02,73,154,29992,213461
2009-10-05,83,122,67407,83000
2009-10-06,32,93,13386,53280
2009-10-07,74,108,17849,813403
2009-10-08,38,127,16068,361601
2009-10-09,45,113,8081,77401
2009-10-13,58,174,3200,223749
2009-10-14,53,117,49307,80622
2009-10-15,37,105,25643,117276
2009-10-16,45,125,63353,190105
2009-10-19,35,112,15493,169906
2009-10-20,63,105,13867,1438921
2009-10-21,34,113,5391,111115
2009-10-22,35,78,3649,108817
2009-10-23,43,96,5846,184475
2009-10-26,48,105,2155187,144114
2009-10-27,95,114,9206,240739
2009-10-28,63,106,37101,186269
2009-10-29,73,90,1031405,119890
2009-10-30,86,83,252386,214436
2009-11-02,79,102,196969,285744
2009-11-03,118,122,335306,161775
2009-11-04,100,174,16200,276080
2009-11-05,94,125,1032170,110786
2009-11-06,88,209,7968,224935
2009-11-09,100,192,5509,239115
2009-11-10,89,233,17906,2448208
2009-11-12,210,504,78635,731141
2009-11-13,141,250,333571,408094
2009-11-16,136,202,157303,1176022
2009-11-17,100,282,226852,229512
2009-11-18,106,324,13731,423541
2009-11-19,107,227,48655,393806
2009-11-20,126,169,20836,1568420
2009-11-23,147,143,61588,427635
2009-11-24,134,268,39074,441273
2009-11-25,198,246,13302,1070319
2009-11-27,26,42,956,32520
2009-11-30,121,216,30852,1309879
2009-12-01,185,117,10875,170561
2009-12-02,121,261,16527,318728
2009-12-03,108,267,511563,340943
2009-12-04,76,214,6749,174490
2009-12-07,89,181,88093,239864
2009-12-08,86,212,5529,275248
2009-12-09,98,178,81105,157956
2009-12-10,69,128,23571,191577
2009-12-11,87,168,12842,141970
2009-12-14,95,173,60651,297305
2009-12-15,85,194,29776,236030
2009-12-16,94,257,2158497,660967
2009-12-17,70,209,39333,911162
2009-12-18,87,195,5362,197052
2009-12-21,108,137,35483,291296
2009-12-22,117,199,19170,204551
2009-12-23,60,240,13120,244945
2009-12-24,31,62,22873,101665
2009-12-28,112,157,14456,101940
2009-12-29,65,105,5882,101164
2009-12-30,80,137,6331,85222
2009-12-31,51,75,12591,51473
2010-01-04,127,139,38919,81190
2010-01-05,87,218,14770,135841
2010-01-06,60,234,2878,118331
2010-01-07,88,114,6549,68577
2010-01-08,69,140,9829,87508
2010-01-11,76,100,27014,84767
2010-01-12,57,146,28064,107316
2010-01-13,102,141,194165,129794
2010-01-14,28,102,11224,59060
2010-01-15,37,112,6312,64939
2010-01-19,111,138,42206,207994
2010-01-20,37,113,1196,65913
2010-01-21,82,110,2160,136295
2010-01-22,61,97,30187,93191
2010-01-25,45,67,15482,60882
2010-01-26,53,73,7192,213336
2010-01-27,67,94,88752,75392
